mixture_ID,mixture_path,source_1_path,source_2_path,length
5322-7680-0027_4051-11218-0058,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5322-7680-0027_4051-11218-0058.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5322-7680-0027_4051-11218-0058.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5322-7680-0027_4051-11218-0058.wav,78320
226-131533-0005_2518-154825-0051,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/226-131533-0005_2518-154825-0051.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/226-131533-0005_2518-154825-0051.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/226-131533-0005_2518-154825-0051.wav,99080
7447-91186-0033_3526-175658-0035,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/7447-91186-0033_3526-175658-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/7447-91186-0033_3526-175658-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/7447-91186-0033_3526-175658-0035.wav,89160
5688-15787-0012_2836-5354-0012,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5688-15787-0012_2836-5354-0012.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5688-15787-0012_2836-5354-0012.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5688-15787-0012_2836-5354-0012.wav,103920
3242-8112-0003_8468-286673-0036,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3242-8112-0003_8468-286673-0036.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3242-8112-0003_8468-286673-0036.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3242-8112-0003_8468-286673-0036.wav,105040
2007-132570-0037_6476-57446-0031,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2007-132570-0037_6476-57446-0031.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2007-132570-0037_6476-57446-0031.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2007-132570-0037_6476-57446-0031.wav,110880
4830-25898-0008_1235-135884-0035,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/4830-25898-0008_1235-135884-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/4830-25898-0008_1235-135884-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/4830-25898-0008_1235-135884-0035.wav,112800
8063-274112-0034_2182-181173-0012,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8063-274112-0034_2182-181173-0012.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8063-274112-0034_2182-181173-0012.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8063-274112-0034_2182-181173-0012.wav,32120
27-124992-0055_118-47824-0082,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/27-124992-0055_118-47824-0082.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/27-124992-0055_118-47824-0082.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/27-124992-0055_118-47824-0082.wav,59640
3664-11714-0031_2836-5355-0000,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3664-11714-0031_2836-5355-0000.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3664-11714-0031_2836-5355-0000.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3664-11714-0031_2836-5355-0000.wav,93960
5463-39173-0020_4441-76250-0008,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5463-39173-0020_4441-76250-0008.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5463-39173-0020_4441-76250-0008.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5463-39173-0020_4441-76250-0008.wav,71960
150-126107-0039_1116-137572-0053,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/150-126107-0039_1116-137572-0053.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/150-126107-0039_1116-137572-0053.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/150-126107-0039_1116-137572-0053.wav,114320
8123-275216-0025_322-124147-0064,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8123-275216-0025_322-124147-0064.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8123-275216-0025_322-124147-0064.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8123-275216-0025_322-124147-0064.wav,107600
2289-152253-0002_1963-142776-0001,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2289-152253-0002_1963-142776-0001.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2289-152253-0002_1963-142776-0001.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2289-152253-0002_1963-142776-0001.wav,27040
8108-274318-0037_2843-152918-0011,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8108-274318-0037_2843-152918-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8108-274318-0037_2843-152918-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8108-274318-0037_2843-152918-0011.wav,109520
4859-29340-0041_302-123523-0010,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/4859-29340-0041_302-123523-0010.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/4859-29340-0041_302-123523-0010.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/4859-29340-0041_302-123523-0010.wav,63160
27-124992-0051_4898-28461-0015,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/27-124992-0051_4898-28461-0015.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/27-124992-0051_4898-28461-0015.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/27-124992-0051_4898-28461-0015.wav,30560
7148-82991-0032_405-130894-0011,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/7148-82991-0032_405-130894-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/7148-82991-0032_405-130894-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/7148-82991-0032_405-130894-0011.wav,56600
625-132112-0013_8425-292520-0019,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/625-132112-0013_8425-292520-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/625-132112-0013_8425-292520-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/625-132112-0013_8425-292520-0019.wav,107400
1088-129236-0015_7859-102521-0013,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1088-129236-0015_7859-102521-0013.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1088-129236-0015_7859-102521-0013.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1088-129236-0015_7859-102521-0013.wav,63760
2514-149482-0035_302-123504-0013,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2514-149482-0035_302-123504-0013.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2514-149482-0035_302-123504-0013.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2514-149482-0035_302-123504-0013.wav,111560
1447-130552-0025_6064-56165-0028,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1447-130552-0025_6064-56165-0028.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1447-130552-0025_6064-56165-0028.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1447-130552-0025_6064-56165-0028.wav,97120
8063-274115-0027_1841-150351-0014,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8063-274115-0027_1841-150351-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8063-274115-0027_1841-150351-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8063-274115-0027_1841-150351-0014.wav,29240
39-121915-0032_1743-142913-0025,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/39-121915-0032_1743-142913-0025.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/39-121915-0032_1743-142913-0025.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/39-121915-0032_1743-142913-0025.wav,95600
2817-142380-0025_3699-175950-0017,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2817-142380-0025_3699-175950-0017.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2817-142380-0025_3699-175950-0017.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2817-142380-0025_3699-175950-0017.wav,86400
5192-19397-0078_4859-26870-0014,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5192-19397-0078_4859-26870-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5192-19397-0078_4859-26870-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5192-19397-0078_4859-26870-0014.wav,84480
3607-135982-0020_4898-20016-0029,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3607-135982-0020_4898-20016-0029.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3607-135982-0020_4898-20016-0029.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3607-135982-0020_4898-20016-0029.wav,113720
1040-133433-0037_7402-59171-0001,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1040-133433-0037_7402-59171-0001.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1040-133433-0037_7402-59171-0001.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1040-133433-0037_7402-59171-0001.wav,70680
4160-11549-0025_7264-92310-0013,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/4160-11549-0025_7264-92310-0013.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/4160-11549-0025_7264-92310-0013.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/4160-11549-0025_7264-92310-0013.wav,109760
4397-15678-0035_1723-141149-0003,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/4397-15678-0035_1723-141149-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/4397-15678-0035_1723-141149-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/4397-15678-0035_1723-141149-0003.wav,118040
1069-133709-0011_4441-76250-0005,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1069-133709-0011_4441-76250-0005.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1069-133709-0011_4441-76250-0005.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1069-133709-0011_4441-76250-0005.wav,105640
3857-182317-0024_412-126975-0022,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3857-182317-0024_412-126975-0022.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3857-182317-0024_412-126975-0022.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3857-182317-0024_412-126975-0022.wav,101160
3723-171631-0037_1235-135884-0006,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3723-171631-0037_1235-135884-0006.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3723-171631-0037_1235-135884-0006.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3723-171631-0037_1235-135884-0006.wav,52560
5750-100289-0053_5339-14133-0055,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5750-100289-0053_5339-14133-0055.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5750-100289-0053_5339-14133-0055.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5750-100289-0053_5339-14133-0055.wav,76440
311-124404-0038_125-121124-0052,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/311-124404-0038_125-121124-0052.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/311-124404-0038_125-121124-0052.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/311-124404-0038_125-121124-0052.wav,69920
2289-152254-0018_311-124404-0034,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2289-152254-0018_311-124404-0034.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2289-152254-0018_311-124404-0034.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2289-152254-0018_311-124404-0034.wav,91880
2514-149482-0088_6563-285357-0009,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2514-149482-0088_6563-285357-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2514-149482-0088_6563-285357-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2514-149482-0088_6563-285357-0009.wav,116840
8747-293952-0085_8838-298546-0037,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8747-293952-0085_8838-298546-0037.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8747-293952-0085_8838-298546-0037.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8747-293952-0085_8838-298546-0037.wav,116720
26-495-0028_1447-130552-0010,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/26-495-0028_1447-130552-0010.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/26-495-0028_1447-130552-0010.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/26-495-0028_1447-130552-0010.wav,100720
6081-41998-0020_1898-145715-0050,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/6081-41998-0020_1898-145715-0050.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/6081-41998-0020_1898-145715-0050.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/6081-41998-0020_1898-145715-0050.wav,76360
1034-121119-0017_6454-120342-0018,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1034-121119-0017_6454-120342-0018.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1034-121119-0017_6454-120342-0018.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1034-121119-0017_6454-120342-0018.wav,55680
1737-142397-0020_3879-173592-0019,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1737-142397-0020_3879-173592-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1737-142397-0020_3879-173592-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1737-142397-0020_3879-173592-0019.wav,94080
5463-39174-0025_4406-16883-0030,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5463-39174-0025_4406-16883-0030.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5463-39174-0025_4406-16883-0030.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5463-39174-0025_4406-16883-0030.wav,91200
6880-216547-0014_5703-47198-0003,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/6880-216547-0014_5703-47198-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/6880-216547-0014_5703-47198-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/6880-216547-0014_5703-47198-0003.wav,29600
5192-19397-0055_125-121342-0043,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5192-19397-0055_125-121342-0043.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5192-19397-0055_125-121342-0043.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5192-19397-0055_125-121342-0043.wav,113800
7190-90542-0007_8609-283227-0009,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/7190-90542-0007_8609-283227-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/7190-90542-0007_8609-283227-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/7190-90542-0007_8609-283227-0009.wav,113200
298-126791-0054_39-121914-0014,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/298-126791-0054_39-121914-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/298-126791-0054_39-121914-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/298-126791-0054_39-121914-0014.wav,84920
4830-25898-0007_248-130652-0004,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/4830-25898-0007_248-130652-0004.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/4830-25898-0007_248-130652-0004.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/4830-25898-0007_248-130652-0004.wav,114320
5339-14134-0024_6818-68772-0003,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5339-14134-0024_6818-68772-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5339-14134-0024_6818-68772-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5339-14134-0024_6818-68772-0003.wav,38000
60-121082-0031_1502-122619-0072,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/60-121082-0031_1502-122619-0072.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/60-121082-0031_1502-122619-0072.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/60-121082-0031_1502-122619-0072.wav,118880
8108-280359-0003_7264-92314-0009,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8108-280359-0003_7264-92314-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8108-280359-0003_7264-92314-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8108-280359-0003_7264-92314-0009.wav,114720
1594-135914-0096_1088-134315-0014,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1594-135914-0096_1088-134315-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1594-135914-0096_1088-134315-0014.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1594-135914-0096_1088-134315-0014.wav,77440
201-127786-0021_374-180299-0035,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/201-127786-0021_374-180299-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/201-127786-0021_374-180299-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/201-127786-0021_374-180299-0035.wav,78520
1088-134315-0000_7505-258964-0003,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1088-134315-0000_7505-258964-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1088-134315-0000_7505-258964-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1088-134315-0000_7505-258964-0003.wav,128320
3947-13260-0006_1116-132847-0026,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3947-13260-0006_1116-132847-0026.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3947-13260-0006_1116-132847-0026.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3947-13260-0006_1116-132847-0026.wav,71760
1246-124550-0012_1898-145715-0045,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1246-124550-0012_1898-145715-0045.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1246-124550-0012_1898-145715-0045.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1246-124550-0012_1898-145715-0045.wav,113160
8238-283452-0019_1098-133695-0068,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8238-283452-0019_1098-133695-0068.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8238-283452-0019_1098-133695-0068.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8238-283452-0019_1098-133695-0068.wav,111920
7067-76047-0044_7635-105409-0054,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/7067-76047-0044_7635-105409-0054.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/7067-76047-0044_7635-105409-0054.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/7067-76047-0044_7635-105409-0054.wav,114720
1263-141777-0019_4195-186237-0000,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1263-141777-0019_4195-186237-0000.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1263-141777-0019_4195-186237-0000.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1263-141777-0019_4195-186237-0000.wav,48680
7178-34645-0025_5393-19218-0019,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/7178-34645-0025_5393-19218-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/7178-34645-0025_5393-19218-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/7178-34645-0025_5393-19218-0019.wav,98440
2836-5354-0001_87-121553-0048,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2836-5354-0001_87-121553-0048.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2836-5354-0001_87-121553-0048.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2836-5354-0001_87-121553-0048.wav,112880
1363-135842-0013_3486-166446-0006,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1363-135842-0013_3486-166446-0006.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1363-135842-0013_3486-166446-0006.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1363-135842-0013_3486-166446-0006.wav,98400
5808-48608-0020_2182-181183-0001,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5808-48608-0020_2182-181183-0001.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5808-48608-0020_2182-181183-0001.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5808-48608-0020_2182-181183-0001.wav,115320
5703-47198-0059_1963-142393-0021,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5703-47198-0059_1963-142393-0021.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5703-47198-0059_1963-142393-0021.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5703-47198-0059_1963-142393-0021.wav,27520
3440-171006-0028_7278-91083-0010,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3440-171006-0028_7278-91083-0010.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3440-171006-0028_7278-91083-0010.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3440-171006-0028_7278-91083-0010.wav,103680
6848-252322-0028_5393-19219-0026,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/6848-252322-0028_5393-19219-0026.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/6848-252322-0028_5393-19219-0026.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/6848-252322-0028_5393-19219-0026.wav,115880
887-123290-0007_8088-284756-0101,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/887-123290-0007_8088-284756-0101.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/887-123290-0007_8088-284756-0101.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/887-123290-0007_8088-284756-0101.wav,69840
1235-135884-0029_8226-274369-0019,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1235-135884-0029_8226-274369-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1235-135884-0029_8226-274369-0019.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1235-135884-0029_8226-274369-0019.wav,69880
5789-57158-0012_8312-279790-0015,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5789-57158-0012_8312-279790-0015.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5789-57158-0012_8312-279790-0015.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5789-57158-0012_8312-279790-0015.wav,75920
730-360-0006_831-130739-0024,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/730-360-0006_831-130739-0024.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/730-360-0006_831-130739-0024.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/730-360-0006_831-130739-0024.wav,65160
8095-274346-0027_1088-134315-0056,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8095-274346-0027_1088-134315-0056.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8095-274346-0027_1088-134315-0056.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8095-274346-0027_1088-134315-0056.wav,91000
3436-172162-0012_3240-131231-0000,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/3436-172162-0012_3240-131231-0000.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/3436-172162-0012_3240-131231-0000.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/3436-172162-0012_3240-131231-0000.wav,118920
